Date,Last7Average_Temp,Last7Average_Windspeed,Last7Total_Rainfall,Last14Average_Temp,Last14Average_Windspeed,Last14Total_Rainfall,Last7Average_Daylight,Last14Average_Daylight,Last7Average_Departure,Last14Average_Departure,Species,Latitude,Longitude,WnvPresent,month,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX RESTUANS,41.731922,-87.677512,0,5,0,0,1,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX PIPIENS,41.731922,-87.677512,0,5,1,0,0,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,0,5,0,1,0,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX RESTUANS,41.891126,-87.61156,0,5,0,0,1,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,0,5,0,1,0,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,0,5,0,1,0,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX RESTUANS,41.907645,-87.760886,0,5,0,0,1,0,0,0
2007-05-29,67.5714285714,10.0142857143,1.07,63.7857142857,10.2642857143,1.66,890.714285714,884.357142857,5.71428571429,3.0,CULEX RESTUANS,41.732984,-87.649642,0,5,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.95469,-87.800991,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS,41.95469,-87.800991,0,6,1,0,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.974089,-87.824812,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.9216,-87.666455,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS,41.9216,-87.666455,0,6,1,0,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.891118,-87.654491,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.867108,-87.654224,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS,41.867108,-87.654224,0,6,1,0,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.896282,-87.655232,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.919343,-87.694259,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.919343,-87.694259,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.921965,-87.632085,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.688324,-87.676709,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.731922,-87.677512,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS,41.731922,-87.677512,0,6,1,0,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.999129,-87.795585,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.907645,-87.760886,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.732984,-87.649642,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.981964,-87.812827,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.944869,-87.832763,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,42.011601,-87.811506,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.94983,-87.698457,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.979243,-87.750938,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.986921,-87.689778,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.906638,-87.701431,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.723195,-87.64997,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.868077,-87.666901,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.869216,-87.627561,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.662014,-87.724608,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS,41.662014,-87.724608,0,6,1,0,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.961743,-87.76007,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.953067,-87.776792,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.878114,-87.629798,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.958271,-87.702575,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.932094,-87.700117,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.994469,-87.667736,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,42.006858,-87.675919,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.916265,-87.800515,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.846075,-87.716277,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.918705,-87.752329,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.682587,-87.707973,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.725517,-87.614258,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,0,6,0,1,0,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.948167,-87.730698,0,6,0,0,1,0,0,0
2007-06-05,72.1428571429,8.17142857143,0.64,69.8571428571,9.09285714286,1.71,900.285714286,895.5,8.14285714286,6.92857142857,CULEX RESTUANS,41.963976,-87.69181,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.95469,-87.800991,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX SALINARIUS,41.95469,-87.800991,0,6,0,0,0,1,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.994991,-87.769279,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.974089,-87.824812,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.9216,-87.666455,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.891118,-87.654491,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.896282,-87.655232,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.919343,-87.694259,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.688324,-87.676709,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.731922,-87.677512,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.891126,-87.61156,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.999129,-87.795585,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,42.01743,-87.687769,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.944869,-87.832763,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,42.011601,-87.811506,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.94983,-87.698457,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.986921,-87.689778,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.906638,-87.701431,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.868077,-87.666901,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS,41.868077,-87.666901,0,6,1,0,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.662014,-87.724608,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS,41.662014,-87.724608,0,6,1,0,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,0,6,0,1,0,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.961743,-87.76007,0,6,0,0,1,0,0,0
2007-06-26,70.8571428571,9.05714285714,0.64,74.0714285714,8.55,0.92,914.0,913.071428571,0.571428571429,4.64285714286,CULEX RESTUANS,41.953067,-87.776792,0,6,0,0,1,0,0,0
